"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"k-828453";"Z_4";"100";"sum";"FALSE";"10";"5";"1";"3";"0";"0.0203";"1.0541";"0";"0";"0.0232";"1.0548";"0";"0";"1.4382";"0.0232";"0.4676";"0.5378";"1.0986";"0";"1.8666";"0.0232";"0.7663";"0.6102";"1.8282";"0";"1.2146";"1.4386";"0.9772";"0.854";"1.6812";"1.8679";"1.3729";"1.5663";"1.2354";"1.6684"
"h-896127";"Z_4";"20";"sum";"TRUE";"5";"5";"5";"1";"0";"0";"0.484";"0";"0";"0";"0.4847";"0";"1e-04";"0.247";"0";"0";"0.3507";"1.1368";"0.0062";"0.1906";"0";"0";"0.2823";"1.1994";"0.0068";"0.1101";"1.2518";"3e-04";"1.1708";"0.1175";"0.8142";"2e-04";"1.1776";"0.8323";"0.5707"
"p-942840";"Z_4";"10";"product";"TRUE";"50";"10";"10";"4";"0.9022";"0.7931";"0.8023";"0.6804";"0.841";"0.8948";"0.9057";"0.8181";"0.9036";"0.7798";"0.6196";"0.7929";"0.7551";"0.8021";"0.6733";"0.891";"0.8049";"0.8934";"0.8208";"0.9068";"0.8163";"0.71";"0.7862";"0.6185";"0.7519";"0.825";"0.9193";"0.8026";"0.8188";"0.7172";"0.8575"
"u-216845";"Z_2";"3";"sum";"TRUE";"3";"0.1";"0.2";"3";"0.0119";"0.0673";"0.0215";"0.0253";"0.0176";"0.6676";"0.0137";"0.0117";"0.0265";"0.0447";"0.0507";"0.0255";"0.0208";"0.0159";"0.0266";"0.5931";"0.5847";"0.5298";"0.0129";"0.0254";"0.0336";"0.0336";"0.0212";"0.0203";"0.0242";"0.5737";"0.5535";"0.5772";"0.0338";"0.0147";"0.5498"
"i-826174";"Z_2";"5";"sum";"FALSE";"2";"2";"0.2";"2";"0.9591";"0.3476";"1.1699";"0.985";"1.2454";"0.079";"0.554";"1.1494";"0.7245";"0.2676";"1.0945";"0.3578";"0.7091";"0.8775";"1.1797";"0.0505";"0.4342";"0.0383";"0.8382";"0.6881";"1.1476";"1.4214";"0.3798";"0.9263";"0.6138";"0.3712";"0.0846";"0.2651";"0.838";"0.8115";"0.2253"
"h-714709";"Z_2";"20";"product";"FALSE";"50";"0.1";"10";"3";"1.0623";"0.0022";"1e-04";"0.0085";"0.0041";"0.249";"1.0684";"0.0981";"0.9261";"0.2401";"0.0406";"0.0085";"0.0234";"0.0079";"0.0275";"0.258";"0.2116";"0.0025";"0.0846";"0.8004";"0.132";"0.0475";"0.2474";"0.0354";"0.042";"0.0435";"8e-04";"0.0117";"0.1069";"0.0304";"0.0011"
"o-986876";"Z_6";"50";"product";"FALSE";"100";"0.1";"1";"1";"0.2397";"0.0119";"0.5473";"0.5313";"0.1143";"0.0879";"1.345";"0.4226";"0.2325";"0.7405";"0.3666";"0.0689";"0.0399";"1.871";"0.0632";"0.7827";"0.3907";"0.253";"0.0684";"1.6549";"0.1218";"0.0493";"1.6213";"0.0422";"0.78";"0.0525";"1.5588";"0.0142";"0.345";"0.5721";"0.5806"
"b-647485";"Z_6";"10";"product";"FALSE";"3";"1";"0.1";"1";"0";"1e-04";"0.1399";"0.0444";"0";"0.0357";"0.2508";"0.0527";"0";"0.3324";"1.2657";"0";"1.3181";"1.3843";"0.3089";"0.3238";"0.9851";"0.0567";"1.5759";"1.6069";"0.278";"1.6199";"1.2951";"0.9106";"0.9966";"1.6286";"1.9068";"0.9526";"1.0382";"1.0037";"0.9271"
"b-860908";"Z_1";"10";"product";"TRUE";"100";"0.5";"5";"3";"0.1839";"0.397";"0.5634";"0.4091";"0.4883";"0.4091";"0.2324";"0.1839";"0.1603";"0.8093";"0.397";"0.6299";"0.5477";"0.7816";"0.4606";"0.6475";"0.397";"0.2249";"0.1778";"0.2176";"0.1124";"0.8093";"0.5042";"0.6299";"0.7025";"0.7025";"0.4342";"0.2823";"0.1495";"0.5424";"0.397"
"m-471744";"Z_4";"100";"sum";"FALSE";"100";"2";"1";"1";"0";"0";"1.2195";"0";"0";"0";"1.2515";"0";"0";"0.9609";"0";"0";"1.6018";"0.655";"1e-04";"0.7467";"0";"0";"1.5981";"0.655";"1e-04";"1.1559";"0.3899";"3e-04";"0.8118";"0.8958";"0.23";"1e-04";"0.8118";"0.5551";"0.3122"
"k-307226";"Z_5";"10";"sum";"TRUE";"10";"0";"0.2";"4";"0.3767";"0.3972";"0.4058";"0.4895";"0.854";"0.3494";"0.3826";"0.3598";"0.7632";"0.3768";"0.5024";"0.9357";"0.4739";"0.82";"1.0371";"0.3323";"0.3934";"0.7714";"0.365";"0.7309";"0.8397";"0.4723";"0.8024";"0.5017";"1.0692";"0.3723";"0.6972";"0.6108";"0.9926";"0.4535";"0.5455"
"j-670802";"Z_2";"20";"product";"FALSE";"2";"2";"0.1";"4";"1.6696";"0.6546";"0.0903";"0.0631";"0.0558";"1.6766";"1.6806";"1.6035";"1.6441";"0.6825";"0.8477";"0.6101";"0.0803";"0.0644";"0.0483";"1.6896";"1.6142";"1.6274";"1.6045";"1.6596";"1.6086";"0.8818";"0.6638";"0.8146";"0.0657";"1.6236";"1.6419";"1.6034";"1.6232";"0.859";"1.6161"
"v-339323";"Z_4";"3";"product";"FALSE";"5";"5";"0.1";"4";"0.1996";"0.1412";"0.1903";"0.2532";"0.0768";"0.1392";"0.195";"0.2631";"0.07";"0.1146";"0.2072";"0.053";"0.2475";"0.0762";"0.1077";"0.1138";"0.2091";"0.0457";"0.2572";"0.0699";"0.103";"0.1735";"0.0442";"0.0833";"0.107";"0.1756";"0.0407";"0.0766";"0.1027";"0.0696";"0.0672"
"c-827243";"Z_5";"50";"sum";"FALSE";"50";"10";"0.5";"4";"1.1365";"1.0708";"0.9824";"0.998";"0.8727";"1.2969";"1.297";"1.3025";"1.118";"1.0375";"1.1177";"0.7614";"1.0065";"0.6427";"0.8964";"1.2683";"1.5132";"0.9206";"1.4516";"0.8045";"1.049";"1.0853";"0.652";"0.8268";"0.71";"1.4135";"0.8495";"0.9084";"0.8845";"0.7302";"0.8495"
"w-370060";"Z_1";"100";"product";"FALSE";"3";"2";"5";"1";"0.5209";"0.5481";"1.2511";"0.7725";"0.1456";"0.0048";"0.2431";"1.9563";"0.3102";"0.7061";"0.3333";"0.4248";"1.2271";"0.2813";"0.3838";"0.027";"1.0028";"0.5488";"1.1835";"0.3668";"0.2281";"0.1394";"0.5673";"0.2983";"0.6192";"0.7876";"0.5263";"0.7406";"0.0775";"0.1219";"0.1748"
"g-608722";"Z_6";"100";"product";"TRUE";"100";"0.2";"1";"1";"0.6948";"0.9003";"0.7974";"0.0561";"1.2446";"0.432";"0.512";"0.071";"1.2169";"0.6877";"0.0898";"0.7798";"0.7974";"1.0152";"0.7435";"0.5604";"0.0464";"0.5773";"0.4874";"0.8482";"0.7111";"0.7464";"0.6306";"0.687";"0.9304";"0.5133";"0.8086";"0.47";"1.0641";"1.0022";"1.0765"
"f-317971";"Z_3";"3";"product";"FALSE";"5";"10";"10";"3";"0.6945";"1.4411";"0.6481";"0";"4e-04";"1.1934";"0.6678";"0.7028";"1.1613";"0.5828";"1.4385";"0.7455";"0.7297";"0.5782";"5e-04";"0.5918";"1.1826";"1.1919";"0.7959";"0.6087";"1.4293";"0.7622";"0.6084";"1.0593";"0.5215";"1.1835";"0.613";"1.4293";"0.7203";"0.4949";"1.022"
"i-114719";"Z_1";"2";"sum";"FALSE";"2";"0.5";"0.5";"4";"1.1441";"1.0892";"0.9951";"1.1179";"1.1446";"1.1164";"0.9471";"1.1451";"1.1584";"0.9502";"1.0929";"1.1102";"0.9844";"1.0312";"1.138";"0.9252";"1.1201";"1.125";"0.9409";"0.9825";"1.1531";"0.9465";"0.9802";"1.1097";"1.0148";"0.9219";"0.9541";"1.124";"0.9705";"0.9877";"0.9794"
"x-655912";"Z_1";"50";"sum";"TRUE";"5";"10";"0.5";"3";"0.137";"1.7679";"1.3105";"1.8285";"1.8124";"0.1814";"0.7621";"0.2375";"0.8892";"0.5497";"1.7127";"1.7154";"1.1438";"1.2625";"1.7545";"1.1085";"0.52";"1.6538";"0.7304";"0.9235";"1.0269";"0.5573";"0.5351";"1.7063";"1.201";"1.3817";"1.7766";"1.4368";"1.1654";"0.4354";"1.7766"
"s-213788";"Z_3";"100";"product";"TRUE";"50";"5";"2";"4";"0.2619";"0.4456";"0.3018";"0.6737";"0.3018";"0.3205";"0.2588";"0.2884";"0.4136";"0.2849";"1.3377";"0.4701";"0.7077";"0.2849";"0.5496";"0.4598";"0.4164";"0.5615";"0.2771";"0.4098";"0.4785";"0.5502";"0.2849";"1.1266";"0.6606";"0.3657";"0.7945";"0.5015";"0.4685";"0.9852";"0.7272"
"m-367670";"Z_6";"10";"product";"FALSE";"20";"0.5";"0.2";"2";"0.0235";"0.056";"0.0288";"0.0039";"0.0051";"0.0689";"0.0703";"0.0396";"0.0587";"0.197";"0.0954";"0.3264";"0.5049";"0.4002";"0.0313";"0.373";"0.1067";"0.1108";"0.5248";"0.8115";"0.0781";"0.7814";"1.0331";"0.4366";"0.867";"1.0289";"1.0528";"0.0827";"0.9304";"1.0352";"1.099"
"r-340966";"Z_6";"3";"product";"TRUE";"20";"0.2";"2";"4";"1.4526";"1.42";"1.4468";"1.4406";"1.4002";"1.4322";"1.461";"1.5531";"1.4929";"1.438";"1.4152";"1.3823";"1.4729";"1.4204";"1.4637";"1.4437";"1.5138";"1.4729";"1.5604";"1.5109";"1.599";"1.4462";"1.403";"1.4429";"1.5066";"1.5228";"1.4964";"1.5675";"1.6128";"1.4859";"1.5849"
"a-121751";"Z_1";"10";"sum";"FALSE";"20";"0.2";"2";"3";"0.0422";"0.9342";"0.9694";"0.3847";"0.4061";"0.0279";"0.0472";"0.1908";"0.0162";"1.1629";"0.8848";"1.2041";"0.958";"0.5637";"0.4951";"0.026";"0.0285";"0.0582";"0.5335";"0.0301";"0.2383";"1.0328";"1.3128";"1.1357";"0.9671";"0.4518";"0.0946";"0.0707";"0.32";"1.231";"0.8366"
"u-308434";"Z_1";"100";"sum";"FALSE";"50";"5";"0";"4";"1.2544";"1.2056";"0.3453";"0.6716";"1.7636";"1.5352";"0.2709";"1.1276";"1.6832";"0.4771";"1.0719";"1.8685";"0.3355";"1.1208";"1.6627";"0.388";"1.4732";"1.6255";"0.3224";"1.1149";"1.5893";"0.4559";"1.0269";"1.7758";"1.1365";"0.4048";"0.3467";"1.4627";"1.0821";"1.0344";"1.4233"
"y-996176";"Z_6";"20";"product";"FALSE";"100";"0.2";"1";"3";"0.2446";"0.5839";"0.4017";"0.8695";"0.0589";"0.7907";"0.7609";"0.7748";"0.0736";"0.1727";"0.7085";"0.6762";"0.5393";"0.2197";"0.374";"0.6659";"0.6917";"0.9404";"0.5803";"0.2265";"0.4049";"0.3556";"0.2909";"0.3505";"0.7569";"0.401";"0.4629";"0.3489";"0.7448";"0.9536";"0.9915"
"k-507614";"Z_6";"3";"product";"FALSE";"5";"2";"2";"3";"0.119";"0.0695";"0.0695";"0.0047";"0.0097";"0.3704";"0.3422";"0.1105";"0.0107";"0.7113";"0.0109";"0.0296";"0.8719";"0.001";"0.4368";"0.8492";"0.1596";"0.0723";"0.7775";"0.0148";"0.5245";"0.8649";"0.0417";"0.3158";"0.3437";"0.7748";"0.5583";"0.6499";"0.3908";"0.421";"0.3897"
"l-131513";"Z_4";"50";"sum";"TRUE";"5";"0.5";"2";"2";"0.3566";"0.3482";"0.2685";"0.2389";"0.2981";"0.3386";"0.4186";"0.353";"1.2255";"0.5776";"0.3184";"0.3684";"0.2547";"1.2739";"0.1875";"0.614";"0.3526";"0.2696";"0.4136";"1.7629";"0.9205";"0.5045";"1.1265";"0.2813";"1.1025";"0.5231";"0.979";"0.3125";"1.6266";"1.0493";"0.9667"
"d-685662";"Z_2";"5";"sum";"FALSE";"100";"1";"0.2";"3";"0.7919";"0.7062";"0.4505";"0.4371";"0.4918";"0.2264";"0.5628";"0.9102";"0.5635";"0.8381";"0.7156";"0.6946";"0.4314";"0.5051";"0.4757";"0.3011";"0.1962";"0.2678";"0.617";"0.5438";"0.5194";"0.8117";"0.9297";"0.7625";"0.4824";"0.2683";"0.2937";"0.2753";"0.5194";"0.8164";"0.2989"
"u-352274";"Z_5";"100";"sum";"FALSE";"3";"0";"2";"4";"1.7954";"1.4731";"1.8768";"1.3218";"1.9205";"1.4584";"1.7771";"1.3061";"1.8941";"1.4784";"1.3763";"1.5367";"1.3074";"1.9092";"1.5422";"1.4216";"1.313";"1.531";"1.3202";"1.8948";"1.5292";"1.3711";"1.5361";"1.4935";"1.4979";"1.2891";"1.4975";"1.5304";"1.5032";"1.4641";"1.4744"
"v-730440";"Z_6";"10";"sum";"TRUE";"20";"0.2";"0.5";"4";"1.6523";"0.6554";"0.4307";"0.5404";"0.6134";"1.6258";"1.9224";"1.4823";"1.8348";"0.4103";"0.767";"0.7712";"0.5061";"0.4697";"0.6876";"1.9943";"1.4325";"1.8097";"1.7798";"1.936";"1.7016";"0.4809";"0.4471";"0.9394";"0.582";"1.8834";"1.9523";"1.6445";"1.8307";"0.5918";"1.8962"
"z-403475";"Z_5";"2";"sum";"TRUE";"10";"0.2";"1";"1";"1.1919";"1.0369";"0.972";"1.0369";"1.195";"1.211";"1.193";"1.1972";"1.1752";"1.2231";"1.2053";"1.2142";"1.1816";"1.1217";"1.2379";"1.2083";"1.2113";"1.2263";"1.1706";"1.0828";"1.2493";"1.1965";"1.0844";"1.2602";"1.1937";"1.1863";"1.0836";"1.2195";"1.2032";"1.2161";"1.2148"
"j-722219";"Z_5";"10";"sum";"FALSE";"3";"0";"0.2";"1";"0.8906";"0.7195";"0.3092";"0.2403";"0.6247";"0.8987";"0.3666";"0.3125";"0.8981";"0.4283";"0.3479";"0.6633";"0.4075";"0.2114";"0.0729";"0.4798";"0.3918";"0.9412";"0.4058";"0.2542";"0.098";"0.4131";"0.2798";"0.1081";"0.1739";"0.5055";"0.1306";"0.127";"0.2231";"0.1921";"0.2391"
"n-697196";"Z_3";"100";"product";"FALSE";"2";"10";"1";"4";"1.024";"0.5997";"0.9262";"0.1608";"0.1154";"0.7596";"0.8984";"0.6582";"1.0823";"1.0752";"0.5021";"0.5776";"1.4546";"0.8196";"0.1799";"0.7771";"0.6594";"0.7467";"1.4376";"0.702";"0.7241";"0.8594";"1.0504";"0.4831";"1.2169";"0.883";"0.7624";"0.6613";"1.241";"0.8578";"0.8832"
"x-394152";"Z_3";"100";"product";"TRUE";"3";"10";"0.5";"3";"0.0205";"0";"0.0402";"0";"0";"0.1219";"0.228";"0.0168";"1.2656";"0.024";"0";"0";"0.0362";"0.1005";"0";"0.4674";"0.2708";"0.3956";"0.236";"0.72";"0.3925";"0.0192";"0.0484";"0";"0.1481";"0.5861";"0.4341";"0.0563";"0.5442";"0.0605";"0.1084"
"c-601939";"Z_4";"2";"product";"FALSE";"10";"1";"2";"1";"0.005";"0.0038";"0.3741";"0.0058";"0.0129";"0.0049";"0.5298";"0.0044";"0.0039";"0.8512";"0.0046";"0.0166";"0.2852";"0.2075";"0.009";"0.7991";"0.0043";"0.0025";"0.4777";"0.38";"0.0047";"0.7567";"0.6756";"0.0089";"0.7043";"0.933";"0.7103";"0.001";"0.5069";"0.3609";"0.5008"
"s-397465";"Z_2";"2";"sum";"TRUE";"2";"2";"10";"1";"0.3066";"0.0017";"3e-04";"0";"2e-04";"0.1685";"0.1674";"0.3293";"0.1639";"5e-04";"0.0018";"4e-04";"4e-04";"3e-04";"4e-04";"0.1829";"0.1803";"0.2413";"0.1791";"0.2228";"0.1758";"5e-04";"4e-04";"4e-04";"5e-04";"0.1986";"0.2419";"0.1757";"0.1775";"3e-04";"0.2356"
"c-667617";"Z_1";"50";"sum";"FALSE";"20";"0";"10";"3";"1.5844";"0.5523";"0.8275";"0.9238";"0.9685";"1.0789";"1.5564";"1.6621";"1.6954";"0.6102";"0.6505";"0.5829";"0.4448";"0.603";"0.9089";"1.1033";"1.5911";"1.3138";"1.6161";"1.8327";"1.9213";"0.3876";"0.4643";"0.6464";"0.1559";"1.0657";"1.9044";"1.1256";"0.1346";"0.1353";"0.0266"
"b-178617";"Z_2";"5";"sum";"TRUE";"100";"10";"0";"4";"4e-04";"0.0017";"0.0131";"3e-04";"1e-04";"0.0014";"0.0132";"4e-04";"2e-04";"0.0103";"0.0013";"0.0018";"0.0115";"0.0116";"3e-04";"0.0054";"0.0011";"0.0017";"0.0034";"0.0026";"2e-04";"0.0094";"0.0096";"0.0011";"0.0085";"0.0046";"0.0082";"0.0011";"0.0034";"0.0071";"0.0101"
"k-708703";"Z_4";"100";"sum";"TRUE";"2";"10";"1";"2";"0.4224";"0.3987";"0.5394";"0.0644";"0.6778";"0.4362";"0.4919";"0.4378";"0.3698";"0.5522";"0.3969";"0.4899";"0.4899";"0.484";"0.5713";"0.5353";"0.449";"0.3664";"0.4219";"0.4872";"0.3057";"0.484";"0.3977";"0.4485";"0.4212";"0.4658";"0.4141";"0.3105";"0.279";"0.2122";"0.2228"
"m-125690";"Z_5";"2";"product";"FALSE";"10";"2";"0.1";"2";"1.0102";"1.1968";"1.0963";"1.1782";"1.1557";"1.001";"1.0061";"0.9762";"0.9085";"1.1582";"1.2249";"0.7463";"1.1373";"0.9711";"1.1688";"0.9687";"0.9681";"0.7914";"0.9595";"0.2875";"0.6061";"1.2008";"0.9867";"0.6747";"0.9609";"0.9074";"0.2483";"0.3476";"0.1981";"0.9506";"0.1568"
"z-877031";"Z_5";"10";"product";"TRUE";"3";"1";"5";"3";"1.4329";"1.6344";"0.9655";"1.4871";"1.2539";"1.5032";"0.7747";"1.5809";"1.1912";"1.4854";"1.5147";"1.2641";"1.5436";"1.2132";"1.1152";"1.7681";"1.5501";"1.0903";"1.5294";"1.005";"1.0723";"1.5325";"1.123";"1.1608";"1.1834";"1.5269";"1.0582";"1.0304";"1.1257";"1.2747";"1.0908"
"y-571439";"Z_4";"100";"product";"FALSE";"50";"1";"0.2";"3";"0.3437";"0.4232";"1.7064";"0.4581";"0.1336";"0.3174";"1.6164";"0.3239";"0.1664";"1.6866";"0.4643";"0.2874";"1.781";"1.3941";"0.0819";"1.5486";"0.3671";"0.3333";"1.6033";"1.1465";"0.0795";"1.77";"1.4616";"0.2534";"1.3941";"1.4665";"1.7976";"0.2346";"1.1465";"1.4788";"1.6587"
"h-766090";"Z_5";"20";"sum";"TRUE";"100";"0.5";"0.1";"1";"1.7448";"1.6639";"1.5517";"1.5539";"0.9598";"1.5787";"1.5787";"1.2297";"0.9805";"1.4216";"1.5504";"0.946";"1.0575";"0.723";"1.1439";"1.5517";"0.7212";"0.9807";"0.8003";"0.7195";"1.2444";"1.0174";"0.7478";"1.1084";"1.6757";"0.6345";"0.8233";"1.2434";"1.7371";"1.8324";"1.8002"
"y-997107";"Z_1";"10";"sum";"TRUE";"50";"2";"0.1";"2";"0.2296";"0.1354";"0.0691";"0.0662";"0.0419";"0.2559";"0.2339";"0.2214";"0.2296";"0.1004";"0.1328";"0.0984";"0.0677";"0.0366";"0.057";"0.1674";"0.2513";"0.2469";"0.2559";"0.2174";"0.2381";"0.1156";"0.0662";"0.0852";"0.0419";"0.1674";"0.1983";"0.2846";"0.2214";"0.0662";"0.2174"
"o-262768";"Z_1";"2";"sum";"FALSE";"50";"2";"0.2";"4";"1.0005";"0.7834";"0.749";"0.9978";"1.0933";"0.7931";"0.76";"1.0023";"1.0907";"0.7332";"0.7848";"0.9539";"0.7588";"0.8243";"1.0933";"0.7371";"0.7938";"0.9536";"0.7659";"0.8289";"1.0907";"0.7414";"0.7492";"0.954";"0.8332";"0.7421";"0.7521";"0.9537";"0.838";"0.7579";"0.7606"
"m-677145";"Z_1";"20";"product";"TRUE";"10";"10";"10";"4";"1.7437";"1.1471";"1.2528";"0.6283";"1.1533";"1.7528";"0.2682";"1.5586";"1.7512";"1.2463";"0.6204";"1.1434";"0.7967";"1.2096";"0.5927";"0.2665";"0.2779";"0.2648";"0.3104";"0.2686";"1.5498";"0.7874";"1.201";"0.5813";"0.7027";"0.3155";"0.2669";"0.282";"0.3287";"0.6904";"0.3343"
"e-734691";"Z_6";"2";"sum";"FALSE";"2";"2";"10";"4";"0.8691";"0.8833";"0.6341";"0.899";"0.8615";"0.8802";"0.4111";"0.9113";"0.8347";"0.6212";"0.9043";"0.77";"0.6272";"0.626";"0.7732";"0.4577";"0.9143";"0.727";"0.4585";"0.4428";"0.7294";"0.6027";"0.5585";"0.7431";"0.5779";"0.4667";"0.3983";"0.6715";"0.4158";"0.5491";"0.3588"
"a-925780";"Z_6";"50";"product";"TRUE";"50";"5";"0.5";"2";"0";"1e-04";"1.4451";"0";"0";"0";"1.8008";"0";"0";"1.4343";"0";"2e-04";"0.8602";"0.5004";"0";"1.8516";"0";"0";"0.7797";"1.2164";"0";"0.8293";"0.4536";"2e-04";"0.9673";"0.7248";"1.1972";"0";"0.7915";"1.1257";"0.8096"
"z-280399";"Z_3";"20";"product";"FALSE";"2";"0.2";"1";"4";"0.6033";"0.412";"0.5254";"0.7189";"0.9897";"0.4121";"0.5128";"0.7278";"0.9799";"0.476";"0.5749";"0.5649";"0.6413";"0.7175";"1.062";"0.4745";"0.5798";"0.5643";"0.6399";"0.7074";"1.0593";"0.5846";"0.6984";"0.8428";"0.8895";"0.5841";"0.7382";"0.8426";"0.8863";"0.852";"0.8463"
"j-263469";"Z_5";"10";"sum";"FALSE";"20";"0.2";"10";"1";"0.4438";"0.4415";"0.4468";"0.4523";"0.4264";"0.4493";"0.4457";"0.4533";"0.4287";"0.4464";"0.4496";"0.4267";"0.4517";"0.4143";"0.3533";"0.4619";"0.466";"0.4289";"0.4492";"0.3696";"0.4188";"0.4486";"0.4154";"0.3995";"0.3622";"0.4633";"0.3718";"0.3729";"0.4549";"0.3789";"0.4676"
"v-805390";"Z_2";"100";"sum";"FALSE";"2";"0.5";"0.2";"3";"0.8678";"0.0229";"0.1153";"0.0448";"0.1522";"0.1711";"1.2687";"0.9074";"0.9466";"0.0444";"0.0189";"0.0296";"0.0852";"0.1306";"0.1331";"0.1071";"0.2341";"0.1931";"1.317";"1.1524";"1.1305";"0.036";"0.062";"0.0275";"0.1145";"0.1538";"0.1394";"0.232";"1.3318";"0.0412";"0.1563"
"m-850882";"Z_5";"2";"sum";"TRUE";"5";"0";"1";"3";"0.5688";"0.4186";"0.1735";"0.1831";"0.0895";"0.3568";"0.5521";"0.4598";"0.1499";"0.4742";"0.4388";"0.2345";"0.1527";"0.2386";"0.0072";"0.2645";"0.2977";"0.1507";"0.489";"0.3867";"0.007";"0.4598";"0.2783";"0.0118";"0.0196";"0.3992";"0.2398";"0.0118";"0.0223";"0.028";"0.0191"
"k-882862";"Z_6";"100";"sum";"FALSE";"100";"0";"10";"2";"1e-04";"6e-04";"0";"0.0011";"2e-04";"6e-04";"0";"0.001";"5e-04";"0";"0.0026";"0.0014";"0.0017";"0";"0";"0";"0.0027";"0.0017";"0.0046";"0";"0";"8e-04";"0";"0";"0.8052";"0.003";"0";"0";"0.7788";"0.7895";"0.8036"
"q-269365";"Z_5";"100";"product";"FALSE";"2";"0.5";"1";"1";"1.3086";"1.1601";"0.9952";"1.0502";"0.9188";"1.309";"1.221";"1.2275";"1.1762";"1.1288";"1.0658";"0.7252";"1.1881";"0.6963";"0.9054";"1.1863";"1.1931";"1.5292";"1.1257";"0.4803";"1.0282";"1.2275";"0.7453";"0.7117";"0.3284";"1.1931";"0.522";"0.3923";"0.4096";"0.3284";"0.2359"
"v-547739";"Z_1";"50";"product";"TRUE";"100";"0";"0.1";"2";"0.51";"1.1849";"0.6712";"0.9457";"1.4271";"1.6345";"0.4844";"0.8309";"1.1849";"1.2102";"1.3155";"1.1849";"0.8673";"1.2102";"1.3155";"1.3705";"1.691";"1.7682";"0.7215";"0.9106";"1.1354";"1.3428";"1.2102";"1.2886";"1.0875";"1.6069";"1.3705";"1.7024";"0.7566";"1.1112";"1.3705"
"e-572613";"Z_4";"10";"product";"TRUE";"3";"2";"0";"2";"0.6719";"0.7653";"0.8226";"0.5742";"0.8239";"0.8487";"0.7289";"0.6978";"0.8238";"0.5768";"0.8464";"1.0427";"0.7736";"0.762";"0.8644";"0.5091";"1.0165";"1.3398";"0.9958";"0.9871";"0.8627";"0.9005";"0.75";"1.0036";"0.7044";"0.9277";"0.984";"1.086";"1.0307";"0.848";"1.3858"
"o-213646";"Z_2";"50";"sum";"FALSE";"20";"0.1";"1";"4";"1.5562";"0.6089";"0.8168";"0.6539";"0.7113";"1.2382";"1.4266";"1.574";"1.4695";"0.5041";"0.5582";"0.7213";"0.6177";"0.8715";"0.7621";"0.8672";"1.2633";"1.2727";"1.4609";"1.0798";"1.5386";"0.6356";"0.7029";"0.8048";"0.826";"1.0092";"0.7539";"1.2614";"1.2958";"0.705";"0.9594"
"x-292743";"Z_3";"100";"sum";"FALSE";"5";"0";"0";"3";"1.2784";"0.0118";"1.4139";"1.8631";"1.048";"0.9597";"0.8769";"1.1384";"0.6543";"0.2921";"0.0127";"0.1088";"1.4221";"1.0524";"1.3932";"1.0826";"1.1606";"0.7478";"0.8171";"0.1997";"1.7052";"0.262";"0.2111";"0.3624";"1.821";"1.2219";"0.4228";"1.2768";"1.01";"0.236";"0.6474"
"z-111951";"Z_6";"5";"product";"TRUE";"2";"1";"0.1";"2";"1.2748";"1.8078";"1.2083";"1.1677";"1.4322";"1.4745";"1.2166";"1.1518";"0.8655";"1.327";"1.2501";"1.6361";"1.8379";"1.1368";"1.5258";"1.2944";"1.1894";"1.0876";"1.8812";"1.1686";"1.4793";"1.9025";"1.3335";"1.6021";"1.9945";"1.9861";"1.3947";"1.5924";"1.9898";"1.9968";"1.9888"
"s-798358";"Z_3";"20";"product";"FALSE";"3";"2";"0.1";"3";"0.7389";"1.0192";"0.9432";"0.8007";"0.2398";"0.9385";"1.0783";"0.6961";"0.2279";"1.1254";"0.9622";"0.727";"0.8452";"0.254";"0.0842";"0.8077";"0.9325";"0.2749";"1.065";"0.3926";"0.0481";"1.1345";"0.5407";"0.5632";"0.1203";"0.7687";"0.6671";"0.2399";"0.0835";"0.5528";"0.3366"
"e-355471";"Z_3";"5";"sum";"TRUE";"100";"10";"1";"4";"1.6633";"0.8628";"1.3677";"1.5409";"1.5201";"0.8807";"1.5831";"1.7997";"1.6386";"0.3117";"0.8544";"0.8695";"1.388";"1.3424";"1.5139";"1.2036";"1.0847";"0.8928";"1.5946";"1.5383";"1.7785";"0.7369";"0.6985";"0.8625";"1.3537";"1.135";"1.1514";"1.0621";"1.5618";"0.2333";"0.3594"
"a-464901";"Z_3";"100";"sum";"TRUE";"2";"0.2";"5";"2";"0";"0";"0";"0";"0";"0.807";"9e-04";"0";"0";"0";"0.0013";"0";"1e-04";"0";"0";"0.2653";"0.7751";"0.5197";"1.5695";"0.0161";"6e-04";"0.0011";"0.016";"0.0072";"0";"0.2877";"0.253";"0.1015";"0.2061";"0.0152";"0.2923"
